idJEMS;seq;campo;status;valor_csv;valor_milanesa
5682;34;autores;OK;Leandro Silva Galvão de Carvalho | Ana Lucia Machado dos Santos | Elaine Oliveira;Leandro Silva Galvão de Carvalho | Ana Lucia Machado dos Santos | Elaine Oliveira
5682;34;pages;OK;318-327;firstPage=318
5683;35;titleOrig;OK;;
5683;35;autores;OK;Pedro Araujo | Windson Viana | Necio Veras | José Aires de Castro Filho;Pedro Araujo | Windson Viana | Necio Veras | José Aires de Castro Filho
5683;35;pages;OK;328-337;firstPage=328
5684;36;titleOrig;OK;;
5684;36;autores;OK;Marcus Vinicius Carvalho | Ellen Francine Barbosa;Marcus Vinicius Carvalho | Ellen Francine Barbosa
5684;36;pages;OK;338-347;firstPage=338
5685;37;titleOrig;OK;;
5685;37;autores;OK;Thiago Hellen Oliveira da Silva | Micael Ferreira | Jeferson Juliani | Gabriel Fonseca de Oliveira Júnior | Marilia Mendes;Thiago Hellen Oliveira da Silva | Micael Ferreira | Jeferson Juliani | Gabriel Fonsêca de Oliveira Júnior | Marilia Mendes
5685;37;pages;OK;348-357;firstPage=348
5686;38;titleOrig;OK;;
5686;38;autores;OK;Nelson Bezerra Jacintho Jr. | José Luiz Pio;Nelson Bezerra Jacintho Jr. | José Luiz Pio
5686;38;pages;OK;358-367;firstPage=358
5687;39;titleOrig;OK;;
5687;39;autores;OK;Fernanda Mota | Viviani Kwecko | Fernando Tolado | Sam Devincenzi | Fabiana Zaffalon Ferreira ...;Fernanda Mota | Viviani Kwecko | Fernando Tolêdo | Sam Devincenzi | Fabiana Zaffalon Ferreira ...
5687;39;pages;OK;368-377;firstPage=368
5688;40;titleOrig;OK;;
5688;40;autores;OK;Natália Oliveira | Sean Siqueira;Natália Oliveira | Sean Siqueira
5688;40;pages;OK;378-387;firstPage=378
5689;41;autores;OK;Filipe Garrido | Beatriz Brito do Régio | Rita Suzana Pitangueira Maciel | Ecivaldo Matos;Filipe Garrido | Beatriz Brito do Rêgo | Rita Suzana Pitangueira Maciel | Ecivaldo Matos
5689;41;pages;OK;388-397;firstPage=388
5690;42;titleOrig;OK;;
5690;42;autores;OK;João Henrique Berssanette | Antonio Carlos Frencisco;João Henrique Berssanette | Antonio Carlos Frencisco
5690;42;pages;OK;398-407;firstPage=398
5691;43;titleOrig;OK;;
5691;43;autores;OK;Carlos Bahia | Bruno Gadelha;Carlos Bahia | Bruno Gadelha
5691;43;pages;OK;408-416;firstPage=408
5692;44;titleOrig;OK;;
5692;44;autores;OK;Sebastião Rodrigues | Eduardo Aranha | Thiago Reis Silva;Sebastião Rodrigues | Eduardo Aranha | Thiago Reis Silva
5692;44;pages;OK;417-426;firstPage=417
5693;45;titleOrig;OK;;
5693;45;autores;OK;André Soares | Alberto Castro;André Soares | Alberto Castro
5693;45;pages;OK;427-436;firstPage=427
5694;46;titleOrig;OK;;
5694;46;autores;OK;Rafael Barbosa | Ricardo Souza;Rafael Barbosa | Ricardo Souza
5694;46;pages;OK;437-446;firstPage=437
5695;47;titleOrig;OK;;
5695;47;autores;OK;Crediné de Menezes | Rosane Aragón | Mariangela Ziede;Crediné de Menezes | Rosane Aragón | Mariangela Ziede
5695;47;pages;OK;447-456;firstPage=447
5696;48;titleOrig;OK;;
5696;48;autores;OK;Karen Borges | Crediné de Menezes;Karen Borges | Crediné de Menezes
5696;48;pages;OK;457-465;firstPage=457
5697;49;titleOrig;OK;;
5697;49;autores;OK;Jucelio Santos | Monilly Melo | Dalton Serey | Jorge César Abrantes de Figueiredo | Carla Minervino;Jucelio Santos | Monilly Melo | Dalton Serey | Jorge César Abrantes de Figueiredo | Carla Minervino
5697;49;pages;OK;466-475;firstPage=466
5698;50;titleOrig;OK;;
5698;50;autores;OK;Jorge Silva | Leonardo L. Rangel | Anna Beatriz Marques;Jorge Silva | Leonardo L. Rangel | Anna Beatriz Marques
5698;50;pages;OK;476-485;firstPage=476
5699;51;titleOrig;OK;;
5699;51;autores;OK;Graziela Guarda | Ione Goulart;Graziela Guarda | Ione Goulart
5699;51;pages;OK;486-495;firstPage=486
5700;52;titleOrig;OK;;
5700;52;autores;OK;Ademar Sousa Neto | Francisco Mendes Neto | Rodrigo Lima | Salatiel Silva | Everton Jales de Oliveira;Ademar Sousa Neto | Francisco Mendes Neto | Rodrigo Lima | Salatiel Silva | Everton Jales de Oliveira
5700;52;pages;OK;496-505;firstPage=496
5701;53;titleOrig;OK;;
5701;53;autores;OK;Roberto Filho | Henrique Silva | Ana Carolina Inocêncio;Roberto Filho | Henrique Silva | Ana Carolina Inocêncio
5701;53;pages;OK;506-514;firstPage=506
5702;54;titleOrig;OK;;
5702;54;autores;OK;Paulo Renato Conceição Mendes | Pedro Vinícius Almeida de Freitas | Kássio Romulo Lima Sousa | Carlos Soares Neto;Paulo Renato Conceição Mendes | Pedro Vinícius Almeida de Freitas | Kássio Romulo Lima Sousa | Carlos Soares Neto
5702;54;pages;OK;515-524;firstPage=515
5703;55;titleOrig;OK;;
5703;55;autores;OK;Crijina Flores | Artur Kronbauer | Jorge Campos;Crijina Flores | Artur Kronbauer | Jorge Campos
5703;55;pages;OK;525-534;firstPage=525
5704;56;titleOrig;OK;;
5704;56;autores;OK;Rodrigo Ribeiro Silva | Juliana Fernandes | Rodrigo Santos;Rodrigo Ribeiro Silva | Juliana Fernandes | Rodrigo Santos
5704;56;pages;OK;535-544;firstPage=535
5705;57;titleOrig;OK;;
5705;57;autores;OK;João Gluz | Liliana Passerino | Evandro Preuss | Ivan Luis Feix Baierle | Mely Cimadevila;João Gluz | Liliana Passerino | Evandro Preuss | Ivan Luis Feix Baierle | Mely Cimadevila
5705;57;pages;OK;545-554;firstPage=545
5706;58;titleOrig;OK;;
5706;58;autores;OK;Ezequiel Duque | Michelle Nery Nascimento | Guilherme Fonseca | Felipe Soares | Hebert Pereira ...;Ezequiel Duque | Michelle Nery Nascimento | Guilherme Fonseca | Felipe Soares | Hebert Pereira ...
5706;58;pages;OK;555-564;firstPage=555
5707;59;titleOrig;OK;;
5707;59;autores;OK;Fabrício Guerra | José Amâncio Santos | Dalton Serey | Jorge César Abrantes de Figueiredo;Fabrício Guerra | José Amâncio Santos | Dalton Serey | Jorge César Abrantes de Figueiredo
5707;59;pages;OK;565-574;firstPage=565
5708;60;titleOrig;OK;;
5708;60;autores;OK;Kelly Suenny Martins Correia | Karla Fook | Eveline Sá;Kelly Suenny Martins Correia | Karla Fook | Eveline Sá
5708;60;pages;OK;575-584;firstPage=575
5709;61;titleOrig;OK;;
5709;61;autores;OK;Kleber Fernandes | Eduardo Aranha | Márcia Lucena;Kleber Fernandes | Eduardo Aranha | Márcia Lucena
5709;61;pages;OK;585-594;firstPage=585
5710;62;titleOrig;OK;;
5710;62;autores;OK;Braz Junior | Simone Cavalheiro | Luciana Foss;Braz Junior | Simone Cavalheiro | Luciana Foss
5710;62;pages;OK;595-604;firstPage=595
5711;63;titleOrig;OK;;
5711;63;autores;OK;Daniel Tozadore | Roseli Ap. Francelin Romero;Daniel Tozadore | Roseli Ap. Francelin Romero
5711;63;pages;OK;605-614;firstPage=605
5712;64;titleOrig;OK;;
5712;64;autores;OK;Ronan Ripasy | Giani Petri | Christiane Gresse von Wangenheim | Tayana Conte | Anna Beatriz Marques;Ronan Ripasy | Giani Petri | Christiane Gresse von Wangenheim | Tayana Conte | Anna Beatriz Marques
5712;64;pages;OK;615-624;firstPage=615
5713;65;titleOrig;OK;;
5713;65;autores;OK;Manoela Milena Oliveira da Silva | Iulian Radu | Bertrand Schneider | Patricia Cavalcante | Veronica Teichrieb;Manoela Milena Oliveira da Silva | Iulian Radu | Bertrand Schneider | Patricia Cavalcante | Veronica Teichrieb
5713;65;pages;OK;625-634;firstPage=625
5714;66;titleOrig;OK;;
5714;66;autores;OK;Anibal Guedes;Anibal Guedes
5714;66;pages;OK;635-644;firstPage=635
5715;67;titleOrig;OK;;
5715;67;autores;OK;Roberta Gerling Moro;Roberta Gerling Moro
5715;67;pages;OK;645-654;firstPage=645
5716;68;titleOrig;OK;;
5716;68;autores;OK;Ana Liz Souto O. Araujo | Wilkerson Andrade | Dalton Guerrero | Monilly Melo | Isabelle Maria Lima de Souza;Ana Liz Souto O. Araujo | Wilkerson Andrade | Dalton Guerrero | Monilly Melo | Isabelle Maria Lima de Souza
5716;68;pages;OK;655-664;firstPage=655
5717;69;titleOrig;OK;;
5717;69;autores;OK;Ana Liz Souto O. Araujo | Wilkerson Andrade | Dalton Guerrero | Monilly Melo | Isabelle Maria Lima de Souza;Ana Liz Souto O. Araujo | Wilkerson Andrade | Dalton Guerrero | Monilly Melo | Isabelle Maria Lima de Souza
5717;69;pages;OK;665-674;firstPage=665
5718;70;titleOrig;OK;;
5718;70;autores;OK;Carlos Barbosa | Lucas Felix | Lucas Lagoa | Leonardo Rocha | Elisa Tuler de Albergaria;Carlos Barbosa | Lucas Felix | Lucas Lagoa | Leonardo Rocha | Elisa Tuler de Albergaria
5718;70;pages;OK;675-684;firstPage=675
5719;71;titleOrig;OK;;
5719;71;autores;OK;Douglas Melo | Fernanda Gabriela de Sousa Pires | Rafaela Melo | Robson James dos Reis Silva Júnior;Douglas Melo | Fernanda Gabriela de Sousa Pires | Rafaela Melo | Robson James dos Reis Silva Júnior
5719;71;pages;OK;685-694;firstPage=685
5720;72;titleOrig;OK;;
5720;72;autores;OK;Fernanda Gabriela de Sousa Pires | Fábio Michel | João Ricardo Serique Bernardo | Rafaela Melo | Rosiane de Freitas;Fernanda Gabriela de Sousa Pires | Fábio Michel | João Ricardo Serique Bernardo | Rafaela Melo | Rosiane de Freitas
5720;72;pages;OK;695-704;firstPage=695
5721;73;titleOrig;OK;;
5721;73;autores;OK;Fernanda Gabriela de Sousa Pires | João da Silva Queroga | Marcela Sávia Picanço Pessoa | Rafaela Melo;Fernanda Gabriela de Sousa Pires | João da Silva Queroga | Marcela Sávia Picanço Pessoa | Rafaela Melo
5721;73;pages;OK;705-714;firstPage=705
5722;74;titleOrig;OK;;
5722;74;autores;OK;Glaucio Messias | Ueliton Rodrigues | Luis Braga | Walter Nakamura | Bruna Ferreira ...;Glaucio Messias | Ueliton Rodrigues | Luis Braga | Walter Nakamura | Bruna Ferreira ...
5722;74;pages;OK;715-724;firstPage=715
5723;75;titleOrig;OK;;
5723;75;autores;OK;Wendell Araújo | Eduardo Aranha;Wendell Araújo | Eduardo Aranha
5723;75;pages;OK;725-734;firstPage=725
5724;76;titleOrig;OK;;
5724;76;autores;OK;Leònidas Brandão | Igor Felix | Anarosa Brandão | Patricia Pereira;Leônidas Brandão | Igor Felix | Anarosa Brandão | Patricia Pereira
5724;76;pages;OK;735-744;firstPage=735
5725;77;titleOrig;OK;;
5725;77;autores;OK;Marcel Rios | José Francisco Netto;Marcel Rios | José Francisco Netto
5725;77;pages;OK;745-754;firstPage=745
5726;78;titleOrig;OK;;
5726;78;autores;OK;Antonio Costa | Arthur Silva | Silvio Fernandes | Tailânio Macedo;Antonio Costa | Arthur Silva | Silvio Fernandes | Tailânio Macedo
5726;78;pages;OK;755-764;firstPage=755
5727;79;autores;OK;Diego Zabot | Saulo Andrade | Ecivaldo Matos;Diego Zabot | Saulo Andrade | Ecivaldo Matos
5727;79;pages;OK;765-774;firstPage=765
5728;80;titleOrig;OK;;
5728;80;autores;OK;Robson Soares de Lima | J. Gomes | Alisson Brito;Robson Soares de Lima | J. Gomes | Alisson Brito
5728;80;pages;OK;775-784;firstPage=775
5729;81;titleOrig;OK;;
5729;81;autores;OK;Thiago Morano Gerding | Joice Otsuka | Paulo Henrique Fontoura Junior;Thiago Morano Gerding | Joice Otsuka | Paulo Henrique Fontoura Junior
5729;81;pages;OK;785-794;firstPage=785
5730;82;titleOrig;OK;;
5730;82;autores;OK;Daiane Padula Paz | Márcia Franco | Silvia de Castro Bertagnolli | Humberto Jorge Costa;Daiane Padula Paz | Márcia Franco | Silvia de Castro Bertagnolli | Humberto Jorge Costa
5730;82;pages;OK;795-804;firstPage=795
5731;83;autores;OK;Ralph Breno Ribeiro | David Fernandes | Leandro Silva Galvão de Carvalho | Elaine Oliveira;Ralph Breno Ribeiro | David Fernandes | Leandro Silva Galvão de Carvalho | Elaine Oliveira
5731;83;pages;OK;805-814;firstPage=805
5732;84;titleOrig;OK;;
5732;84;autores;OK;Eliel Silva | Sueli Liberatti Javaroni;Eliel Silva | Sueli Liberatti Javaroni
5732;84;pages;OK;815-824;firstPage=815
5733;85;titleOrig;OK;;
5733;85;autores;OK;Raquel Machado | Claudia Motta | Luis Felipe Fernandes;Raquel Machado | Claudia Motta | Luis Felipe Fernandes
5733;85;pages;OK;825-833;firstPage=825
5734;86;titleOrig;OK;;
5734;86;autores;OK;Fernanda Deitos | Márcia Franco | André Peres;Fernanda Deitos | Márcia Franco | André Peres
5734;86;pages;OK;834-843;firstPage=834
5735;87;titleOrig;OK;;
5735;87;autores;OK;Nicolau Jofilsan | Gabriel Silva | Myrela Silva | Danilo Jose Lopes Silva | ilton Araujo Bandeira ...;Nicolau Jofilsan | Gabriel Silva | Myrela Silva | Danilo Jose Lopes Silva | ilton Araujo Bandeira ...
5735;87;pages;OK;844-853;firstPage=844
5736;88;titleOrig;OK;;
5736;88;autores;OK;Rháleff Nascimento Rodrigues de Oliveira | Rodrigo Pennella Cardoso | Juliana Cristina Braga Braga | Rafaela Vilela da Rocha;Rháleff Nascimento Rodrigues de Oliveira | Rodrigo Pennella Cardoso | Juliana Cristina Braga Braga | Rafaela Vilela da Rocha
5736;88;pages;OK;854-863;firstPage=854
5737;89;titleOrig;OK;;
5737;89;autores;OK;Iago Seroa | Helder Bertoldo | Vânia Neves;Iago Seroa | Helder Bertoldo | Vânia Neves
5737;89;pages;OK;864-873;firstPage=864
5738;90;titleOrig;OK;;
5738;90;autores;OK;Hugo Oliveira Mesquita | Eduardo Aranha | Thiago Reis Silva;Hugo Oliveira Mesquita | Eduardo Aranha | Thiago Reis Silva
5738;90;pages;OK;874-883;firstPage=874
5739;91;titleOrig;OK;;
5739;91;autores;OK;Leandro Galvão | Edwaldo Rodrigues | Luciano Galvão;Leandro Galvão | Edwaldo Rodrigues | Luciano Galvão
5739;91;pages;OK;884-892;firstPage=884
5740;92;titleOrig;OK;;
5740;92;autores;OK;Fabricio Costa da Silva | Maiglon Lubacheuski | Matheus Galão | João Gluz;Fabricio Costa da Silva | Maiglon Lubacheuski | Matheus Galão | João Gluz
5740;92;pages;OK;893-902;firstPage=893
5741;93;titleOrig;OK;;
5741;93;autores;OK;Helena Reis | Renato Kassa | Patricia Jaques | Seiji Isotani | Ramilio Filho;Helena Reis | Renato Kassa | Patricia Jaques | Seiji Isotani | Ramilio Filho
5741;93;pages;OK;903-912;firstPage=903
5742;94;titleOrig;OK;;
5742;94;autores;OK;Williby Ferreira | Rafael Cordeiro | Yuska Paola Costa Aguiar | Juliana Saraiva | Carole Tardif ...;Williby Ferreira | Rafael Cordeiro | Yuska Paola Costa Aguiar | Juliana Saraiva | Carole Tardif ...
5742;94;pages;OK;913-922;firstPage=913
5743;95;titleOrig;OK;;
5743;95;autores;OK;Adriana Souza | Diamantino Freitas;Adriana Souza | Diamantino Freitas
5743;95;pages;OK;923-932;firstPage=923
5744;96;titleOrig;OK;;
5744;96;autores;OK;João Mário Brezolin | Sandro Rama Fiorini | Márcia de Borba Campos | Rafael Heitor Bordini;Joao Mário Brezolin | Sandro Rama Fiorini | Marcia de Borba Campos | Rafael Heitor Bordini
5744;96;pages;OK;933-942;firstPage=933
5745;97;titleOrig;OK;;
5745;97;autores;OK;Josivan Reis | Roberto do Nascimento | Jessiane Pereira | Mariel Da Matta;Josivan Reis | Roberto do Nascimento | Jessiane Pereira | Mariel Da Matta
5745;97;pages;OK;943-952;firstPage=943
5746;98;titleOrig;OK;;
5746;98;autores;OK;Walter Nakamura | Elaine Oliveira | Tayana Conte;Walter Nakamura | Elaine Oliveira | Tayana Conte
5746;98;pages;OK;953-962;firstPage=953
5747;99;titleOrig;OK;;
5747;99;autores;OK;Pablo Schoeffel | Vinicius Ramos | Raul Wazlawick | Adilson Vahldick | Marcelo de Souza;Pablo Schoeffel | Vinicius Ramos | Raul Wazlawick | Adilson Vahldick | Marcelo de Souza
5747;99;pages;OK;963-972;firstPage=963
5748;100;titleOrig;OK;;
5748;100;autores;OK;Antônio Alves | Felipe Morais | Bruno Schaab | Patricia Jaques;Antônio Alves | Felipe Morais | Bruno Schaab | Patricia Jaques
5748;100;pages;OK;973-982;firstPage=973
5749;101;autores;OK;Mirian Silva | Mislene Silva | Sara de Melo | Thales Oliveira Lima | Stéphane Souza ...;Mirian Silva | Mislene Silva | Sara de Melo | Thales Oliveira Lima | Stéphane Souza ...
5749;101;pages;OK;983-992;firstPage=983
5750;102;titleOrig;OK;;
5750;102;autores;OK;Rafael Granada | Regina Barwaldt | N. Gentil;Rafael Granada | Regina Barwaldt | N. Gentil
5750;102;pages;OK;993-1002;firstPage=993
5751;103;titleOrig;OK;;
5751;103;autores;OK;Maria Fernanda Castro | Patrícia Tedesco;Maria Fernanda Castro | Patrícia Tedesco
5751;103;pages;OK;1003-1012;firstPage=1003
5752;104;titleOrig;OK;;
5752;104;autores;OK;Carlos Eduardo Iatskiu | Laura Sánchez García | Tanya Amara Felipe | Diego Antunes;Carlos Eduardo Iatskiu | Laura Sánchez García | Tanya Amara Felipe | Diego Antunes
5752;104;pages;OK;1013-1022;firstPage=1013
5753;105;titleOrig;OK;;
5753;105;autores;OK;Maíra Canal | Deógenes Silva Junior | Laura Sánchez García | Roberto Pereira;Maíra Canal | Deógenes Silva Junior | Laura Sánchez García | Roberto Pereira
5753;105;pages;OK;1023-1032;firstPage=1023
5754;106;titleOrig;OK;;
5754;106;autores;OK;Marina Queiroz | Ayla Débora Dantas de Souza Rebouças;Marina Queiroz | Ayla Débora Dantas de Souza Rebouças
5754;106;pages;OK;1033-1042;firstPage=1033
5755;107;titleOrig;OK;;
5755;107;autores;OK;Antonio Melo Jr | Emanuele Santos | Creto Vidal | Cleilton Rocha;Antonio Melo Jr | Emanuele Santos | Creto Vidal | Cleilton Rocha
5755;107;pages;OK;1043-1052;firstPage=1043
5758;108;titleOrig;OK;;
5758;108;autores;OK;Zenaide Silva | Leandro Ferreira | Andrey Pimentel;Zenaide Silva | Leandro Ferreira | Andrey Pimentel
5758;108;pages;OK;1053-1062;firstPage=1053
5756;109;titleOrig;OK;;
5756;109;autores;OK;Fabrizio Franzoia | Fernanda Gabriela de Sousa Pires | Karolayne Batista Teixeira | Polianny Lima;Fabrizio Franzoia | Fernanda Gabriela de Sousa Pires | Karolayne Batista Teixeira | Polianny Lima
5756;109;pages;OK;1063-1072;firstPage=1063
5757;110;titleOrig;OK;;
5757;110;autores;OK;Natália Franco | Edson Silva | Rinaldo Lima | Robson Fidalgo;Natália Franco | Edson Silva | Rinaldo Lima | Robson Fidalgo
5757;110;pages;OK;1073-1082;firstPage=1073
5759;111;titleOrig;OK;;
5759;111;autores;OK;Eliana Moreira | Eliane Ramos | Luciana Wolff | Catia de T. Bortolini | E. Paula Cavalcanti ...;Eliana Moreira | Eliane Ramos | Luciana Wolff | Catia de T. Bortolini | E. Paula Cavalcanti ...
5759;111;pages;OK;1083-1092;firstPage=1083
5760;112;titleOrig;OK;;
5760;112;autores;OK;Julia dos S. B. Ortiz | Roberto Pereira;Julia dos S. B. Ortiz | Roberto Pereira
5760;112;pages;OK;1093-1102;firstPage=1093
5761;113;titleOrig;OK;;
