idJEMS;seq;campo;status;valor_csv;valor_milanesa
5670;23;abstractOrig;DIVERGE;A educação mudou muito nos últimos tempos dentro e fora da escola tradicional onde acontece apenas uma parte da construção do conhecimento. A aprendizagem ocorre em tudo o que fazemos e advém das interações realizadas no âmbito de nossas ecologias cognitivas, que podem ser fomentadas para melhorar o processo construtivista de aprendizagem. Neste artigo apresentamos um pequeno recorte do panorama do estado atual da educação e para onde acreditamos que ele caminha, seguindo o pensamento de uma aprendizagem sem fronteiras. Dentro desse contexto, sugerimos ainda um framework conceitual relativo a um ambiente ubíquo para potencializar a aprendizagem.;
5670;23;abstractEn;DIVERGE;Education has changed a lot in recent times, inside and outside the traditional school, where only part of the construction of knowledge happens. Learning occurs in everything we do and comes from the interactions carried out within our cognitive ecologies, which can be fostered to improve the learning constructivist process. In this article we present an overview of a small cut of current state of education and where we believe it goes, following the idea of learning without frontiers. Within this context, we also suggest a conceptual architecture of a ubiquitous environment to enhance learning.;
5671;24;abstractOrig;DIVERGE;Resumo. Este artigo apresenta o SGeoL-Educ, uma plataforma integradora que alia georreferenciamento de dados de uma cidade a informações educacionais provenientes de diversas fontes. O SGeoL-Educ viabiliza a análise integrada, multidimensional e territorializada da educação escolar por meio de uma correlação dos dados de educação com informações do território onde as escolas estão inseridas, trazendo à tona informações que ficariam obscuras em uma visão clássica, unidimensional. A plataforma também permite visualizar informações sobre mapas, fazer consultas cruzando dados de diferentes fontes e espacializar resultados referentes a fatores de vulnerabilidades socioeducativas, notadamente aqueles mais significativos no contexto escolar sobre o território. O SGeoL-Educ foi instanciado para a cidade do Natal, Brasil, e integra informações provenientes de várias fontes: (i) dados geográficos da cidade, (ii) dados de segurança, e (iii) dados de desempenho e censo escolar fornecidos pela Secretaria de Educação do Rio Grande do Norte e pelo Instituto Nacional de Estudos e Pesquisas Educacionais (INEP).;
5671;24;abstractEn;DIVERGE;Abstract. This paper presents SGeoL-Educ, an integrating platform that combines georeferenced data of a city with educational information from several sources. SGeoL-Educ allows for an integrated, multidimensional and territorialized analysis of school education through a correlation of education data with information about the territory where schools are located, bringing to light information that would be obscure in a classic, one-dimensional view. The platform allows visualization of information on maps, making queries across data from different sources, and spatialize results regarding socio-educational vulnerability factors, especially the most significant ones in the school context over the territory. SGeoL-Educ was instantiated to the city of Natal, Brazil, and it integrates information from various sources: (i) geographical data of the city, (ii) security data, and (iii) school performance and census data provided by the Secretaria de Educação do Rio Grande do Norte and by the Brazilian National Institute for Educational Studies and Research (INEP).;
5672;25;abstractOrig;DIVERGE;Resumo. As equipes de desenvolvimento de software devem aplicar modelos que considerem aspectos específicos do domínio do problema, a fim de fornecer sistemas distribuídos confiáveis. Apesar de instituições de ensino superior aplicarem modelos conhecidos como o Processo de Estados Finitos (FSP), existem poucas ferramentas de apoio para o ensino destes modelos. Com o intuito de apoiar o ensino de FSP, foi desenvolvida a ferramenta fsp2java, que permite a validação do modelo gerado pelos alunos e geração de código Java. Este artigo apresenta o processo de desenvolvimento da ferramenta e sua avaliação experimental. Os resultados demonstram que a ferramenta tem potencial para futuramente atuar no ensino destes modelos.;
5672;25;abstractEn;DIVERGE;Abstract. Software development teams should apply models that consider specific aspects of the problem domain in order to provide secure and reliable distributed systems. Although higher education institutions apply well-known models such as the Finite State Process (FSP), there are few support tools for teaching these models. In order to support the teaching of FSP, the fsp2java tool was developed, which allows the validation of the model generated by the students and the generation of Java code. This paper presents the development process of the tool and its empirical evaluation. The results demonstrate that the tool has the potential to act in the future teaching of these models.;
5673;26;abstractOrig;DIVERGE;A participação em competições de informática possibilita aos alunos o desenvolvimento de aptidões que os auxiliam na sua vida escolar, melhorando o seu desempenho em outras disciplinas, além de promover o interesse em resolver problemas do dia a dia com artefícios computacionais. Entretanto, pouco se sabe quais as estratégias utilizadas nos treinamentos dos alunos laureados. Neste trabalho foram analisados dados de 163 medalhistas de olimpíadas de informática realizadas na Paraíba (OPI) em 2016 e 2017 usando entrevistas e survey. Os dois estudos identificaram aspectos importantes das práticas utilizadas para o bom desempenho desses participantes na competição, podendo influenciar outros participantes de olimpíadas a melhorarem seus desempenhos e, assim, expandirem seus conhecimentos nesse contexto.;
5673;26;abstractEn;DIVERGE;Attending computer science competitions aims at developing skills that contribute to the students' school life, improving their performance in other disciplines, and promoting interest in solving day-to-day problems with computer artifacts. However, little is known about the strategies used in the training of the laureate students. In this paper, we analyze data from 163 Informatics Olympics medalists from the Paraíba state in 2016 and 2017 using interviews and a survey. The two studies aimed at identifying the main practices that contributed to the good performance of the medalists which could influence other students to improve their own performances in this kind of competition and, thus, expand their potentials in Informatics.;
5674;27;abstractOrig;DIVERGE;"Este artigo apresenta uma abordagem para aumentar a precisão da avaliação automática de respostas curtas, utilizando a Taxonomia de Bloom como referência na formulação de questões. Buscamos abordar os aspectos semânticos relacionados às respostas por meio de WordNet e de modelos de Latent Semantic Analysis, que apoiaram a avaliação automática de respostas curtas, desde uma única frase até um parágrafo curto. As respostas de três questões respondidas por estudantes do ensino médio foram avaliadas automaticamente, apresentando alta correlação com a correção do professor (0,82; 0,91; 0,80). Além disso, verificou-se que a correção automática pode variar de acordo com o tipo de questão, o contexto de aplicação e a representatividade e concisão da resposta esperada.";
5674;27;abstractEn;DIVERGE;This paper presents an approach to enhance automatic short answer grading accuracy by using Bloom’s Taxonomy as a reference for questions formulation. We sought to address the semantic aspects related to the answer by using WordNet and Latent Semantic Analysis models, which supported automatic short answer grading with sizes ranging from a single sentence to a short paragraph. The responses for three questions answered by high school students were graded automatically, resulting in a high correlation with teacher grading (0.82, 0.91, 0.80). Another finding is that automatic correction might vary according to the type of question, the application context, and the representativeness and concision of the expected response. Introduction Research on automatic grading has become more relevant with the emergence of virtual learning environments. The computerized correction has numerous benefits. In addition to its low cost, it permits instant feedback and eliminates the work of manual corrections, allowing to assist an expressive number of students. Moreover, it qualifies the writing process, since teachers will have better use of their pedagogical time. During the school years, the student naturally passes through an evaluation process, which is continuous, cumulative and systematic. Even in the most modern pedagogical conceptions, the application of tests with questions of the discursive type has great relevance, since they evaluate the capacity of reading, interpretation, and writing. However, manual grading of many questions from the considerable number of students demands lots of time from teachers. This leads to a tendency to elaborate tests with only multiple-choice questions, which present limitations in the development of the teaching and learning processes. In multiple-choice questions formats, the answer is standardized and equal for all, that is, a proposition or a question presented is either true or false, and there is no possibility for questioning. According to Kleinke (2008), multiple-choice tests make the student seek only the right alternative, and assessments with discursive questions.;
