idJEMS;seq;campo;status;valor_csv;valor_milanesa
5646;3;abstractOrig;DIVERGE;Este trabalho apresenta uma proposta para apoiar o ensino-aprendizagem de programação de computadores, aprimorando o juiz on-line The Huxley através da capacidade de produzir mensagens de feedback que sejam facilmente compreendidas pelos aprendizes de disciplinas iniciais de programação, norteando-os sobre os erros de sintaxe apresentados ao realizar uma submissão ao juiz on-line. Também foi feito um estudo de caso com turmas de graduação para avaliar esta abordagem, através de um experimento controlado, assim como sua análise com testes estatísticos para confirmação de hipótese, onde o estudo concluiu que a abordagem aumentou a capacidade de corrigir erros, além de guiar os alunos mais enfaticamente, principalmente entre alunos com baixo domínio da língua inglesa e que lograram êxito na disciplina inicial de programação.;
5646;3;abstractEn;DIVERGE;This paper presents a proposal to support teaching-learning of computer programming, improving the online judge The Huxley by including feedback messages that are easily understood by the learners of the initial programming disciplines and guiding them through the syntax errors presented when performing a submission to the online judge. In order to evaluate this approach, a case study with undergraduate classes was also conducted. A controlled experiment, including an analysis with statistical tests confirms the hypothesis, where the approach increased the ability to correct errors, especially among students with low English proficiency that have succeeded in the initial programming discipline.;
5647;4;abstractOrig;DIVERGE;Resumo. No Brasil, a avaliação de aprendizagem em larga escala é fundamental para os órgãos públicos responsáveis pela educação. Quando se trata dos primeiros anos do ensino fundamental, um importante aspecto a se avaliar é a capacidade do aluno utilizar a sua língua materna na modalidade oral. Apesar disso, o processo de avaliação da fluência em leitura em larga escala ainda é uma tarefa muito dispendiosa em termos financeiros e de tempo. Este trabalho propõe e avalia o uso de reconhecimento automático de fala (ASR) para a automatização desse processo. Experimentos foram realizados em uma base real de áudios e foi demonstrado que a avaliação automática reflete, de forma próxima, a qualidade das leituras analisadas por especialistas.;
5647;4;abstractEn;DIVERGE;Abstract. In Brazil, large-scale learning assessment is fundamental for public bodies responsible for education. Through these evaluations, it is possible to plan public policies aimed at improving education. When it comes to the first years of elementary school, an important aspect to evaluate is the ability of the students to use their mother tongue in the oral mode. Nevertheless, the process of evaluating orality on a large scale is still a very costly and time-consuming task. This paper proposes and evaluates the use of Automatic Speech Recognition (ASR) for the automation of this evaluation process. Experiments were performed on a real base of audios and it was demonstrated that the automatic evaluation closely reflects the quality of the analyzed readings.;
5648;5;abstractOrig;DIVERGE;Este artigo descreve a aplicação do guia GDSM para elaborar indicadores para avaliação de software educacional, com enfoque na característica Aspectos Educacionais, presente no processo Quali-EDU. Como resultado, foram obtidos 40 indicadores distribuídos em três entidades: Software Educacional, Contexto Educacional e Questionário Quali-EDU. Além dos indicadores propostos, atividades de medição e um plano de medição foram construídos com base no GDSM.;
5648;5;abstractEn;DIVERGE;This paper describes the application of the GDSM guide to develop indicators for the evaluation of educational software, focusing on the Educational Aspects characteristic present in the Quali-EDU process. As a result, 40 indicators were obtained, distributed across three entities: Educational Software, Educational Context, and the Quali-EDU Questionnaire. In addition to the proposed indicators, measurement activities and a measurement plan were developed based on GDSM.;
5649;6;abstractOrig;DIVERGE;No contexto de sociedade da informação, as práticas de leitura tornam-se chaves para exercer cidadania. Em textos que geram discussão, essas habilidades são ainda mais necessárias e uma das práticas possíveis para facilitar o debate é a leitura colaborativa. Neste artigo, é apresentado um protótipo inicial para o conceito de Leitura Colaborativa no ambiente Físico-Virtual, levando a leitura colaborativa a uma aplicação web voltada para smartphones com uso de realidade aumentada. A experimentação piloto de um cenário que usa o software foi de grande interesse dos participantes e sugere que a proposta pode servir como uma nova forma de estruturação de mídia para uso em diferentes contextos.;
5649;6;abstractEn;DIVERGE;In the context of our information based society, literacy practices are a way of empowerment and citizenship. Specially in a controversial text, reading and writing abilities are a essential tool and one approach to improve this kind of discussion is through collaborative reading. This paper presents the first prototype for the concept of Collaborative Reading in the Physical-Virtual environment, bringing collaborative reading in a web application with augmented reality for smartphones. The pilot experiment scenario, which uses the developed software, had great results in creating a challenging, creative and attractive environment and might be a new form to structure media to be used in a variety of contexts.;
5650;7;abstractOrig;DIVERGE;Resumo. Este artigo discute algumas lacunas que vêm impedindo a efetividade da avaliação de softwares educativos, mas que ainda podem ser minimizadas com pesquisas futuras na área de computação. Através de uma análise ergonômica-pedagógica de aplicativos educacionais para dispositivos móveis, busca-se alertar para a importância da avaliação de softwares educacionais para a efetividade do aprendizado.;
5650;7;abstractEn;DIVERGE;Abstract. This article discusses some gaps that have been hindering the effectiveness of educational software evaluation, but which can still be mitigated with future research in the field of computing. Through an ergonomic-pedagogical analysis of educational applications for mobile devices, it aims to highlight the importance of evaluating educational software for the effectiveness of learning.;
5651;8;abstractOrig;DIVERGE;Este estudo tem como objetivo discutir a implementação do recurso tecnológico EDUSCRUM como meio para ensino-aprendizagem em metodologias ativas. Serão abordados conceitos de metodologias ativas, uso das TDICs na educação e, por fim, será apresentado um relato de caso com a aplicação do EDUSCRUM, baseado na metodologia SCRUM, utilizando a ferramenta Trello. Após o desenvolvimento do projeto, pode-se verificar que a ferramenta aliada à metodologia pode oferecer um valioso recurso no processo de ensino-aprendizagem com metodologias ativas.;
5651;8;abstractEn;DIVERGE;This study aims to discuss the implementation of the technological resource EDUSCRUM as a means for teaching and learning within active methodologies. It addresses concepts of active methodologies, the use of ICTs in education, and presents a case report on the application of EDUSCRUM based on the SCRUM methodology, using the Trello tool. After the development of the project, it was verified that the tool, combined with the methodology, can offer a valuable resource in the teaching-learning process employing active methodologies.;
5652;9;abstractOrig;DIVERGE;O IFQuimical foi desenvolvido como uma ferramenta interativa mediadora no processo de ensino-aprendizagem de química, nível médIo, contribuindo para (re)significação dos conteúdos curriculares da disciplina, tendo como fundamentos os Parâmetros Curriculares Nacionais e a Base Nacional Curricular do Ensino Médio. Este instrumento disponibiliza o balanceamento de equações ácido-base, com os respectivos sais inorgânicos formados, as imagens destes sais e suas propriedades químicas, também possibilita ao usuário a criação de simulados que têm como base as questões do Exame Nacional do Ensino Médio dos últimos anos, além de apresentar vidrarias elementares disponíveis num laboratório e suas aplicações.;Chemistry is a science related to the most diverse vital processes, which makes it present in various everyday situations. However, it is still considered complex and with a high degree of difﬁculty in learning by a signiﬁcant number of students in basic education. Considering technological advances, the popularization of these resources and the implementation of new forms of interaction in the school environment, IFQuimical is presented as a mediating educational tool in the teaching-learning process, providing different ways of interaction,signiﬁcationandre-signiﬁcationofchemistry. The software was developed to assist students and teachers in theteaching of chemistry at the secondary level, according to the National Curricular Parameters and the National Curricular Base, which highlight the need for a citizen training that considers the new social relations and forms of interaction with the world . Currently, the IFQuimical provides the balancing of acid-base equations, with the respective inorganic salts formed, the images of these salts and their chemical properties, enables the user to create a simulation based on National High School Examination questions, besides presenting glassware available in the laboratory and its applications.  A química é uma ciência relacionada aos mais diversos processos vitais,o que a faz presente em várias situações do cotidiano. Porém,ainda é considerada complexa e com elevado grau de diﬁculdade na aprendizagem por um número signiﬁcativo de alunos da educação básica. Considerando os avanços tecnológicos, a popularização destes recursos e a implementação de novas formas de interação no ambiente escolar, o IFQuimical é apresentado como uma ferramenta educacional mediadora no processo ensino-aprendizagem, proporcionado diferentes maneiras de interação, significação e ressignificação da química. O software foi desenvolvido para auxiliar discentes e docentes no ensino de química, nível médio, segundo os Parâmetros Curriculares Nacionais e a Base Nacional Curricular, que destacam a necessidade de uma formação cidadã, que considere as novas relações sociais e formas de interação com o mundo. Atualmente, o IFQuimical disponibiliza o balanceamento de equações acido-base, com os respectivos sais inorgânicos formados, as imagens destes sais e suas propriedades químicas, possibilita ao usuário a criação de um simulado baseado em questões do Exame Nacional do Ensino Médio, além de apresentar vidrarias elementares disponíveis em laboratório e suas aplicações.
5652;9;abstractEn;DIVERGE;The IFQuimical was developed as an interactive mediator tool in the teaching and learning process of chemistry at the secondary level, contributing to (re)signification of the curricular contents of the discipline, based on the National Curricular Parameters and the National Curricular Base of the Secondary School. This instrument provides the balancing of acid-base equations, with the respective inorganic salts formed, the images of these salts and their chemical properties, also allows the user to create simulations that are based on the National High School Examination questions of the last years, besides presenting elementary glassware available in the laboratory and its applications.;
5653;10;abstractOrig;DIVERGE;Cursos ofertados na modalidade de Educação a Distância (EAD) requerem dedicação, comprometimento e disciplina dos alunos. As interações dos alunos em ambientes virtuais de aprendizagem podem ser um indicador do seu aprendizado. Este trabalho investiga as notas e interações de alunos e sua correlação, além de interações de tutores em um Ambiente Virtual de Aprendizagem. Análises estatísticas de interações e notas em três cursos EAD foram realizadas. Nós identificamos correlação entre interações e notas dos alunos e uma ferramenta foi construída e disponibilizada para a comunidade. Os dados podem ser utilizados para uma melhor compreensão dos cursos de modo a auxiliar a tomada de decisão pedagógica e a ferramenta pode ser utilizada no contexto de outros cursos a distância.;
5653;10;abstractEn;DIVERGE;Courses offered in distance education require dedication, commitment and discipline from students. The interactions of the students in virtual environments of education can be an indicator of their learning. This work investigates the interactions and grades among students and their correlation, besides interactions of tutors in a virtual learning environment. Statistical analysis of interactions and grades in three courses were performed. We identified a correlation between interactions and notes of the students, a tool was built and made available to the community. The data can be used to better understand the courses in order to support the pedagogical decision making and the tool can be used by other courses.;
5654;11;abstractOrig;DIVERGE;O objetivo desta proposta é fornecer uma metodologia fundamentada em técnicas da Computação para a solução de problemas de qualquer área do conhecimento, que possa ser aplicada a partir do Ensino Básico. Apresenta-se o núcleo de uma linguagem visual que permite a especificação das informações de entrada/saída de um problema, bem como a sua solução por meio dos conceitos de abstração e decomposição.;
5654;11;abstractEn;DIVERGE;The goal of this proposal is to provide a methodology based on Computer techniques for the solution of problems of any area of knowledge that can be applied from Basic Education. We present the core of a visual language that allows the specification of the input/output information of a problem, as well as its solution through the concepts of abstraction and decomposition.;
5655;12;abstractOrig;DIVERGE;Incorporar tecnologias digitais ao cotidiano escolar é uma tarefa desafiadora. Tais tecnologias permitem estabelecer a aproximação entre os conteúdos trabalhados em sala de aula e a realidade na qual o estudante encontra-se inserido. Nesse contexto, esta pesquisa buscou avaliar a adequação do uso de um dispositivo IoT para auxiliar no ensino de educação ambiental para estudantes do ensino fundamental. Constatou-se o interesse dos mesmos em fazer uso do dispositivo que, de forma lúdica, estimula a criatividade, a interação com a tecnologia, e um aprendizado por meio da contextualização de um problema real.;
5655;12;abstractEn;DIVERGE;Incorporating digital technologies to the school routine is a challenging task. These technologies allow to establish the approach between the content from classroom and the reality in which the student is present. In this context, this research aimed to evaluate the suitability of using the device IoT to help in the teaching of environmental education to elementary school students. It was noticed the interest of students in using the device that, in an entertaining way, stimulates creativity, interaction with technology, and learning by contextualization of a real problem.;
5659;13;abstractOrig;DIVERGE;Resumo. Este trabalho propõe o desenvolvimento de um agente conversacional em um ambiente computacional de ensino. Assim, para o desenvolvimento do agente foram utilizadas as teorias Mapas de Conhecimentos Estruturados (MCE) e Métodos de Memorizaçao Exponencial Efetivo na Base Binária (MMEEBB) com a finalidade de separar os conceitos e conhecimentos do estudante, bem como garantir a memorização do conteúdo aprendido. Além disso, o agente foi integrado em um ambiente virtual de aprendizagem para interação com os estudantes o que resultou em bons resultados no processo avaliativo.;
5659;13;abstractEn;DIVERGE;Abstract. This is paper proposes the development of a conversational agent in a teaching computational environment. Thus, for the development of the agent, theories of Structured Knowledge Maps and Methods of Effective Exponential Storage in the Binary Base were used in order to separate the concepts and knowledge of the student, as well as to ensure the memorization of the learned content. In addition, the agent was integrated into a virtual learning environment for interaction with students, which resulted in good results in the evaluation process.;
5660;14;abstractOrig;DIVERGE;Resumo. O processo de ensino-aprendizagem de algoritmos e lógica de programação pode ser uma tarefa difícil, especialmente para estudantes de cursos superiores não pertencentes à área da computação, como por exemplo das engenharias, matemática, física, etc. Além de lidar com altas taxas de reprovação e evasão, a maioria dos estudantes apresentam opiniões negativas em relação à programação, a vendo como desnecessária e irrelevante. Uma solução proposta para esta problemática é a utilização de uma abordagem de ensino que relacione o curso dos estudantes com os conteúdos aprendidos, visando aumentar a motivação dos mesmos. Neste estudo foi conduzido um Mapeamento Sistemático da Literatura, cujos resultados apresentaram como essas abordagens são desenvolvidas e como elas exibem repercussões promissoras.;
5660;14;abstractEn;DIVERGE;The teaching-learning process of algorithms and programming logic can be a difficult task, especially for non-CS majors, e.g., engineering, mathematics and physics courses. In addition to coping with high rates of failure and dropout, most students have negative views on programming, viewing it as unnecessary and irrelevant. A proposed solution to this problem is the use of a teaching approach that relates the students' major to the contents learned, aiming to increase their motivation. In this study a Systematic Literature Mapping was conducted, whose results showed how these approaches are developed and how they exhibit promising repercussions.;
5661;15;abstractOrig;DIVERGE;Resumo. Nós percebemos que os usuários de perfil estudante geralmente realizam um conjunto de escolhas ou tomadas de decisão durante a aprendizagem, dependendo da plataforma de e-learning utilizada. Esse conjunto de escolhas pertence ao paradigma de Aprendizagem Autodirigida da Educação. Neste artigo, definimos essas escolhas em sistemas de e-learning, com base em padrões de interação e de navegação de usuários que observamos em diferentes sistemas e-learning durante uma revisão sistemática que realizamos. Além disso, apresentamos como essas escolhas são implementadas no AdaptWeb, um sistema de e-learning formal e ubíquo.;
5661;15;abstractEn;DIVERGE;Abstract. We noticed that learner users usually perform a set of choices or make decisions during learning, depending on the e-learning platform. This set of choices belongs to the Learner-driven Learning paradigm from Education. In this paper, we state these choices for e-learning systems, based on user-interaction partners and navigation patterns we noticed while performing a systematic review on e-learning systems. Moreover, we present how these choices are implemented in the AdaptWeb platform, a ubiquitous e-learning system for formal education.;
5662;16;titleOrig;DIVERGE;Introdução da impressão 3D em experimentos voltados ao ensino de projetos de design;Introdução da impressão 3D em experimentos voltados ao ensino de projetos de design
5662;16;abstractOrig;DIVERGE;Resumo. A evolução da tecnologia acarreta em mudanças no processo de fabricação de produtos cujo impacto repercute nas indústrias como também no setor acadêmico. O ensino precisa buscar formas de integrar o uso tecnológico dentro das disciplinas já existentes. Neste artigo, serão apresentadas duas atividades que se propõem a introduzir a impressão 3D dentro da sala de aula aplicada em projetos de design. A parte prática detalha a metodologia aplicada em relação ao uso de ferramenta, assim como também apresenta e discute os resultados alcançados, além de algumas dificuldades encontradas, ao final dos experimentos. Em uma das conclusões, a impressão 3D demonstrou ser mais do que apenas um meio de representação, mas parte do raciocínio das novas práticas de se executar um projeto de design. Palavras-Chave: Impressão 3D. Processo projetual. Ensino de design.;
5662;16;abstractEn;DIVERGE;Abstract. The evolution of technology leads to changes in the manufacturing process of products whose impact changes the industries and the academic sector as well. Education needs to seek ways of integrating technological use into existing disciplines. In this paper, two academic exercises will be presented that propose to introduce 3D printing within the classroom applied in design projects. The practical part details the methodology applied in relation to the use of tool, as well as presents and discusses the results achieved, besides some difficulties encountered, at the end of the experiments. In one of the conclusions, 3D printing proved to be more than just a tool of representation, but part of the thinking process of the new practices of executing a design project.;
5664;17;abstractOrig;DIVERGE;Resumo. Ambientes u-learning tem como proposta o processamento contínuo das experiências de aprendizado, permitindo com que este se adapte às necessidades do estudante ao longo de sua vida. Motivado por este cenário, esse artigo tem o objetivo de apresentar o estado da arte em ambientes u-learning cientes de contexto. Para isso, é explorada uma Revisão Sistemática da Literatura. Nessa revisão são analisados trabalhos publicados entre 2012 e 2017. Durante o processo de revisão foram identificados 217 artigos, sendo selecionados ao final cinco trabalhos que propõem ambientes u-learning cientes de contexto. Os trabalhos selecionados são apresentados, discutidos e analisados.;
5664;17;abstractEn;DIVERGE;Abstract. The purpose of u-learning environments is to continuously process the student’s actions through lifelong experiences, allowing the learning to accompany and adapt the student’s needs during life. Motivated by this scenario, this paper aims to present the state of the art in context-aware u-learning environments. For this, we explored a Systematic Literature Review. This review analyzes works published between 2012 and 2017. During the review process, we identified 217 papers and selected five papers that proposes context-aware u-learning environments. The selected papers are presented, discussed and analyzed.;
5665;18;abstractOrig;DIVERGE;Laboratórios virtuais são softwares educativos que permitem a simulação de atividades de laboratórios reais, motivando os alunos e reduzindo custos e perigos. Muitas informações sobre o uso são perdidas após uma atividade com um laboratório virtual. Este trabalho apresenta um instrumento para o registro da experiência docente no uso desses laboratórios. Como resultado, além do instrumento, tem-se a ferramenta VLEx, que reflete as experiências de uso, compondo uma infraestrutura capaz de tornar as informações registradas, geralmente descartadas, úteis para auxiliar na seleção de laboratórios virtuais.;
5665;18;abstractEn;DIVERGE;Virtual laboratories are educational software that allows the simulation of activities of real laboratories, motivating students and reducing costs and dangers. Many usage information is lost after an activity with a virtual lab. This paper presents an instrument for the registration of teachers experience in the use of these laboratories. As a result, in addition to the instrument, there is a web tool that reflects the experiences of use, composing an infrastructure capable of making the registered information, generally discarded, useful to assist in the selection of virtual laboratories.;
5666;19;abstractOrig;DIVERGE;Os Mapas Conceituais são uma excelente ferramenta para a organização, representação e construção do conhecimento, porém sua utilização frequente em sala de aula demanda muito tempo do professor e uma sobrecarga cognitiva. Este trabalho apresenta uma arquitetura tecnológica que visa apoiar o professor na utilização de mapas em sala de aula. Desenvolvida como um serviço web, faz uso de recursos de Processamento de Linguagem Natural como a ontologia Onto.pt e o Cogroo. A arquitetura endereça questões relacionadas ao processo de construção de mapas a partir de texto, análise comparativa de mapas e geração de mapa do domínio. Foi desenvolvido um protótipo que, testado, mostrou resultados favoráveis.;
5666;19;abstractEn;DIVERGE;Concept Maps are an excellent tool for the organization, representation and construction of knowledge, but their frequent use in the classroom demands a lot of time from the teacher and a cognitive overload. This work presents a technological architecture that aims to support the teacher in the use of maps in the classroom. Developed as a web service, it uses Natural Language Processing features such as Onto.pt and Cogroo. The approach addresses issues related to the process of constructing maps from text, comparing maps and generating the map of the domain. A prototype was developed that, when tested, showed favorable results.;
5667;20;abstractOrig;DIVERGE;Uma das principais dificuldades no ensino de algoritmos e estrutura de dados é a tradução da lógica abstrata do algoritmo, que o estudante compreende, para uma linguagem de programação, que o computador possa entender. Essa mudança de paradigma pode trazer certas dificuldades durante as primeiras implementações. Existem diversas alternativas para facilitar e intermediar esse processo. No entanto, a maioria delas foca na lógica e na concepção do algoritmo. O objetivo deste trabalho é apresentar uma nova opção para esse intermédio, através de uma ferramenta que traduz essa lógica em código, tornando essa mudança de paradigma mais gradual. Para isso, nós integramos a API Blockly do Google à plataforma URI Online Judge. Desta forma propomos uma valiosa ferramenta para o aluno, ajudando a tornar o processo de aprendizagem de programação mais dinâmico, gráfico e intuitivo.;
5667;20;abstractEn;DIVERGE;One of the main challenges while teaching algorithms and data structures is the transition from the abstract logic of the algorithm, which a student understands, to a programming language, that a computer can understand. This change in paradigm can be troublesome when coding an algorithm for the first time. Many alternatives provide different ways to smooth this process. However, most of these tools focus mainly on the logic of the program and the concept of the algorithm. The goal of this paper is to present a work that aims at providing a tool to translate the logic of an algorithm into an implementation, allowing a smooth transition between paradigms. To evaluate our proposal, we integrated the Blockly API from Google to the URI Online Judge platform. Therefore, we provide a valuable asset to the student, by making the learning to code into a more dynamic, visual, and interactive process.;
5668;21;abstractOrig;DIVERGE;A tarefa de avaliar e classificar o desempenho de estudantes integrantes do cenário de educação apoiada por tecnologia pode ser uma tarefa tediosa e propensa a erros. Fornecer feedback manual com base nessas avaliações pode comprometer o aprendizado desses estudantes. Em vista disso, vem-se adotando a automação dessas duas tarefas por meio da utilização de métodos computacionais disponíveis na literatura. De modo a identificar esses métodos, bem como os cenários em que são aplicados, este trabalho apresenta um mapeamento sistemático, que classifica 11 métodos e 4 cenários aplicáveis a esse contexto, distribuídos em 25 trabalhos, e categorizados em 3 tipos de estudos diferentes.;
5668;21;abstractEn;DIVERGE;The task of evaluating and classifying the performance of students who are part of the technology-supported education scenario can be a tedious and error-prone task. Providing manual feedback based on these assessments may compromise students' learning. In view of this, it is adopted the automation of these two tasks through the use of computational methods available in the literature. In order to identify these methods, as well as the scenarios in which they are applied, this paper presents a systematic mapping, which classifies 11 methods and 4 scenarios applicable to this context, distributed in 25 papers, and categorized into 3 different types of studies.;
5669;22;abstractOrig;DIVERGE;Resumo. Este trabalho descreve o processo de aprendizagem e formação discente, a partir do uso de metodologia criada para o desenvolvimento de softwares dentro da Escola de Programação do Laboratório de Inovação Tecnológica em Saúde - LAIS/UFRN, com base no método de aprendizagem baseada em problemas (ABP) do inglês PBL (Problem Based Learning). O objetivo é contribuir para o processo formativo da nova geração empreendedores sociais e futuros Engenheiros Biomédicos, Engenheiros Mecânicos, Engenheiros de Computação e Designers da Universidade Federal do Rio Grande do Norte - UFRN, de uma forma contextualizada e atendendo às demandas provenientes das áreas da informática em saúde, educação e gerenciamento de informações. O processo de desenvolvimento de software é dividido em etapas que contemplam reunião com o cliente, prototipagem, modelagem de banco de dados, processo de criação e implementação.;
5669;22;abstractEn;DIVERGE;Abstract: This work describes the learning process and student training based on the methodology developed for software development within the School of Programming of the Laboratory of Technological Innovation in Health (LAIS/UFRN), based on the problem-based learning (PBL) method. The objective is to contribute to the formative process of the new generation of social entrepreneurs and future Biomedical Engineers, Mechanical Engineers, Computer Engineers and Designers at the Federal University of Rio Grande do Norte (UFRN), in a contextualized way and addressing the demands coming from the areas of health informatics, education, and information management. The software development process is divided into steps that include meetings with the client, prototyping, database modeling, creation and implementation.;
